model,epochs_trained,extraction_layer,attack,epsilon,susceptibility_rate,train_accuracy,test_accuracy,baseline_model,baseline_train_accuracy,baseline_test_accuracy,baseline_susceptibility_rate,dataset
GeneralParaLIF,20,2,LinfFastGradientAttack,0.01,0.1033274956217162,0.9256166666666666,0.8877,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralParaLIF,20,3,LinfFastGradientAttack,0.01,0.0726159230096238,0.9481166666666668,0.8937,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralParaLIF,20,4,LinfFastGradientAttack,0.01,0.2982456140350877,0.6538833333333334,0.6319,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralSNN,20,0,LinfFastGradientAttack,0.01,0.2202602230483271,0.8654,0.8545,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralSNN,20,1,LinfFastGradientAttack,0.01,0.0863970588235294,0.83575,0.8273,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralSNN,20,2,LinfFastGradientAttack,0.01,0.066231343283582,0.8651666666666666,0.8414,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralSNN,20,3,LinfFastGradientAttack,0.01,0.0679012345679012,0.9501166666666668,0.8944,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralSNN,20,4,LinfFastGradientAttack,0.01,0.2076813655761024,0.53275,0.5218,LeNet5_Representations_Flexible,0.96445,0.9015,0.1827497865072587,FASHION
GeneralParaLIF,20,0,LinfFastGradientAttack,0.05,0.7806324110671937,0.7783333333333333,0.7646,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralParaLIF,20,1,LinfFastGradientAttack,0.05,0.5927601809954751,0.70115,0.6918,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralParaLIF,20,2,LinfFastGradientAttack,0.05,0.5564236111111112,0.9256166666666666,0.8877,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralParaLIF,20,3,LinfFastGradientAttack,0.05,0.340153452685422,0.9481166666666668,0.8937,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralParaLIF,20,4,LinfFastGradientAttack,0.05,0.4880803011292346,0.6538833333333334,0.6319,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralSNN,20,0,LinfFastGradientAttack,0.05,0.8328690807799443,0.8654,0.8545,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralSNN,20,1,LinfFastGradientAttack,0.05,0.7570621468926554,0.83575,0.8273,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralSNN,20,2,LinfFastGradientAttack,0.05,0.5581395348837209,0.8651666666666666,0.8414,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralSNN,20,3,LinfFastGradientAttack,0.05,0.4155172413793103,0.9501166666666668,0.8944,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralSNN,20,4,LinfFastGradientAttack,0.05,0.4260089686098655,0.53275,0.5218,LeNet5_Representations_Flexible,0.96445,0.9015,0.6470588235294118,FASHION
GeneralParaLIF,20,0,LinfFastGradientAttack,0.1,0.9804727646454264,0.7783333333333333,0.7646,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralParaLIF,20,1,LinfFastGradientAttack,0.1,0.9150622876557192,0.70115,0.6918,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralParaLIF,20,2,LinfFastGradientAttack,0.1,0.8446180555555556,0.9256166666666666,0.8877,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralParaLIF,20,3,LinfFastGradientAttack,0.1,0.7090592334494773,0.9481166666666668,0.8937,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralParaLIF,20,4,LinfFastGradientAttack,0.1,0.693384223918575,0.6538833333333334,0.6319,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralSNN,20,0,LinfFastGradientAttack,0.1,0.9375565610859729,0.8654,0.8545,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralSNN,20,1,LinfFastGradientAttack,0.1,0.9844961240310076,0.83575,0.8273,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralSNN,20,2,LinfFastGradientAttack,0.1,0.9180633147113594,0.8651666666666666,0.8414,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralSNN,20,3,LinfFastGradientAttack,0.1,0.6611498257839721,0.9501166666666668,0.8944,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralSNN,20,4,LinfFastGradientAttack,0.1,0.6551204819277109,0.53275,0.5218,LeNet5_Representations_Flexible,0.96445,0.9015,0.8147186147186147,FASHION
GeneralParaLIF,20,0,LInfFMNAttack,0.01,0.4524390243902439,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralParaLIF,20,1,LInfFMNAttack,0.01,0.3800259403372243,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralParaLIF,20,2,LInfFMNAttack,0.01,0.1910828025477707,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralParaLIF,20,3,LInfFMNAttack,0.01,0.0744985673352435,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralParaLIF,20,4,LInfFMNAttack,0.01,0.2535046728971962,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralSNN,20,0,LInfFMNAttack,0.01,0.2822695035460993,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralSNN,20,1,LInfFMNAttack,0.01,0.2743221690590112,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralSNN,20,2,LInfFMNAttack,0.01,0.1573849878934624,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralSNN,20,3,LInfFMNAttack,0.01,0.0505144995322731,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralSNN,20,4,LInfFMNAttack,0.01,0.1393188854489164,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.6308243727598566,SVHN
GeneralParaLIF,20,0,LInfFMNAttack,0.05,0.6863979848866498,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,1,LInfFMNAttack,0.05,0.7346683354192741,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,2,LInfFMNAttack,0.05,0.6544117647058824,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,3,LInfFMNAttack,0.05,0.3565965583173996,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,4,LInfFMNAttack,0.05,0.3506024096385542,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,0,LInfFMNAttack,0.05,0.5412445730824892,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,1,LInfFMNAttack,0.05,0.6030769230769231,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,2,LInfFMNAttack,0.05,0.503448275862069,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,3,LInfFMNAttack,0.05,0.3249758919961427,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,4,LInfFMNAttack,0.05,0.2795527156549521,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,0,LInfFMNAttack,0.1,0.6843971631205674,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,1,LInfFMNAttack,0.1,0.75,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,2,LInfFMNAttack,0.1,0.6603575184016824,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,3,LInfFMNAttack,0.1,0.499015748031496,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,4,LInfFMNAttack,0.1,0.5170316301703163,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,0,LInfFMNAttack,0.1,0.5329512893982808,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,1,LInfFMNAttack,0.1,0.6243980738362761,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,2,LInfFMNAttack,0.1,0.5167630057803468,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,3,LInfFMNAttack,0.1,0.4106972301814708,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,4,LInfFMNAttack,0.1,0.4496,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,0,LinfDeepFoolAttack,0.01,0.394927536231884,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralParaLIF,20,1,LinfDeepFoolAttack,0.01,0.3805309734513274,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralParaLIF,20,2,LinfDeepFoolAttack,0.01,0.1475935828877005,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralParaLIF,20,3,LinfDeepFoolAttack,0.01,0.050395256916996,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralParaLIF,20,4,LinfDeepFoolAttack,0.01,0.24,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralSNN,20,0,LinfDeepFoolAttack,0.01,0.4067055393586006,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralSNN,20,1,LinfDeepFoolAttack,0.01,0.2958860759493671,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralSNN,20,2,LinfDeepFoolAttack,0.01,0.1326291079812206,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralSNN,20,3,LinfDeepFoolAttack,0.01,0.0573372206025267,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralSNN,20,4,LinfDeepFoolAttack,0.01,0.163076923076923,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.5133214920071048,SVHN
GeneralParaLIF,20,0,LinfDeepFoolAttack,0.05,0.9039615846338536,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralParaLIF,20,1,LinfDeepFoolAttack,0.05,0.8712998712998713,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralParaLIF,20,2,LinfDeepFoolAttack,0.05,0.7254273504273504,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralParaLIF,20,3,LinfDeepFoolAttack,0.05,0.4208984375,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralParaLIF,20,4,LinfDeepFoolAttack,0.05,0.3690621193666261,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralSNN,20,0,LinfDeepFoolAttack,0.05,0.835820895522388,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralSNN,20,1,LinfDeepFoolAttack,0.05,0.8252279635258358,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralSNN,20,2,LinfDeepFoolAttack,0.05,0.6295857988165681,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralSNN,20,3,LinfDeepFoolAttack,0.05,0.385645933014354,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralSNN,20,4,LinfDeepFoolAttack,0.05,0.2291993720565149,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9954379562043796,SVHN
GeneralParaLIF,20,0,LinfDeepFoolAttack,0.1,0.9494949494949496,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,1,LinfDeepFoolAttack,0.1,0.9009009009009008,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,2,LinfDeepFoolAttack,0.1,0.8987068965517241,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,3,LinfDeepFoolAttack,0.1,0.6962890625,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,4,LinfDeepFoolAttack,0.1,0.5538461538461539,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,0,LinfDeepFoolAttack,0.1,0.8593974175035868,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,1,LinfDeepFoolAttack,0.1,0.8117469879518072,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,2,LinfDeepFoolAttack,0.1,0.7406962785114045,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,3,LinfDeepFoolAttack,0.1,0.6644165863066538,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralSNN,20,4,LinfDeepFoolAttack,0.1,0.364516129032258,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,1.0,SVHN
GeneralParaLIF,20,0,LinfFastGradientAttack,0.01,0.3814180929095354,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralParaLIF,20,1,LinfFastGradientAttack,0.01,0.4126344086021505,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralParaLIF,20,2,LinfFastGradientAttack,0.01,0.1828877005347593,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralParaLIF,20,3,LinfFastGradientAttack,0.01,0.0751953125,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralParaLIF,20,4,LinfFastGradientAttack,0.01,0.2572509457755359,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralSNN,20,0,LinfFastGradientAttack,0.01,0.426917510853835,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralSNN,20,1,LinfFastGradientAttack,0.01,0.4017991004497751,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralSNN,20,2,LinfFastGradientAttack,0.01,0.2116279069767442,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralSNN,20,3,LinfFastGradientAttack,0.01,0.0809756097560975,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralSNN,20,4,LinfFastGradientAttack,0.01,0.1601866251944012,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.4295900178253119,SVHN
GeneralParaLIF,20,0,LinfFastGradientAttack,0.05,0.9541062801932368,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralParaLIF,20,1,LinfFastGradientAttack,0.05,0.9210174029451138,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralParaLIF,20,2,LinfFastGradientAttack,0.05,0.7438370846730975,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralParaLIF,20,3,LinfFastGradientAttack,0.05,0.4193857965451055,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralParaLIF,20,4,LinfFastGradientAttack,0.05,0.3659673659673659,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralSNN,20,0,LinfFastGradientAttack,0.05,0.955621301775148,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralSNN,20,1,LinfFastGradientAttack,0.05,0.919629057187017,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralSNN,20,2,LinfFastGradientAttack,0.05,0.8058479532163743,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralSNN,20,3,LinfFastGradientAttack,0.05,0.531047265987025,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralSNN,20,4,LinfFastGradientAttack,0.05,0.385934819897084,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9591280653950952,SVHN
GeneralParaLIF,20,0,LinfFastGradientAttack,0.1,0.991715976331361,0.6557598591260904,0.6418254456054088,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralParaLIF,20,1,LinfFastGradientAttack,0.1,0.9777195281782438,0.6058806666939678,0.6007221880762139,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralParaLIF,20,2,LinfFastGradientAttack,0.1,0.9270946681175192,0.7540576327176925,0.7294483712354026,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralParaLIF,20,3,LinfFastGradientAttack,0.1,0.7297297297297297,0.8390051462658858,0.8048939766441303,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralParaLIF,20,4,LinfFastGradientAttack,0.1,0.6420664206642066,0.7027178290129271,0.6546942224953903,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralSNN,20,0,LinfFastGradientAttack,0.1,0.991150442477876,0.5474152640703277,0.541641057160418,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralSNN,20,1,LinfFastGradientAttack,0.1,0.973724884080371,0.5010988710976425,0.5021511985248924,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralSNN,20,2,LinfFastGradientAttack,0.1,0.9553679131483716,0.6835797261695128,0.6652581438229871,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralSNN,20,3,LinfFastGradientAttack,0.1,0.7829457364341085,0.8554677368715617,0.8175706822372465,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralSNN,20,4,LinfFastGradientAttack,0.1,0.575516693163752,0.5029689995495311,0.4870159803318992,LeNet5_Representations_Flexible_CIFAR,0.9241710689763436,0.8734634296250768,0.9855595667870036,SVHN
GeneralParaLIF,5,0,SquareAttack,0.01,0.0266789328426862,0.8432666666666667,0.8459,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralParaLIF,5,1,SquareAttack,0.01,0.0266789328426862,0.8583,0.8575,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralParaLIF,5,2,SquareAttack,0.01,0.0123734533183352,0.6962,0.6967,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralParaLIF,5,3,SquareAttack,0.01,0.009000900090009,0.8867333333333334,0.8822,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralParaLIF,5,4,SquareAttack,0.01,0.0539383561643835,0.92205,0.9224,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralSNN,5,0,SquareAttack,0.01,0.0175276752767527,0.8445,0.8434,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralSNN,5,1,SquareAttack,0.01,0.0043898156277436,0.8776,0.878,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralSNN,5,2,SquareAttack,0.01,0.007137192704203,0.9868833333333332,0.9831,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralSNN,5,3,SquareAttack,0.01,0.002375296912114,0.9927,0.9867,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralSNN,5,4,SquareAttack,0.01,0.0310457516339869,0.9567166666666668,0.9556,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.004750593824228,MNIST
GeneralParaLIF,5,0,SquareAttack,0.05,0.0327408793264733,0.8432666666666667,0.8459,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralParaLIF,5,1,SquareAttack,0.05,0.027198549410698,0.8583,0.8575,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralParaLIF,5,2,SquareAttack,0.05,0.013215859030837,0.6962,0.6967,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralParaLIF,5,3,SquareAttack,0.05,0.0140474100087796,0.8867333333333334,0.8822,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralParaLIF,5,4,SquareAttack,0.05,0.0497427101200686,0.92205,0.9224,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralSNN,5,0,SquareAttack,0.05,0.0179372197309417,0.8445,0.8434,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralSNN,5,1,SquareAttack,0.05,0.0078947368421052,0.8776,0.878,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralSNN,5,2,SquareAttack,0.05,0.0055555555555555,0.9868833333333332,0.9831,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralSNN,5,3,SquareAttack,0.05,0.0079428117553613,0.9927,0.9867,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
GeneralSNN,5,4,SquareAttack,0.05,0.0331983805668016,0.9567166666666668,0.9556,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.0279329608938547,MNIST
